province,province_id,district,district_id,ward,ward_id,ward_level,area,pop_density,population,children_0_14,female_15_54,male_15_59,elders,no_household,no_household_w_home
Thành ph? Hà N?i,01,Huy?n Qu?c Oai,275,Th? tr?n Qu?c Oai,09895,Th? tr?n, 2.7 , 5.5 ," 14,491 "," 3,684 "," 3,944 "," 4,413 "," 2,450 "," 3,588 ",3558
Thành ph? Hà N?i,01,Huy?n Qu?c Oai,275,Xã Sài S?n,09898,Xã, 4.3 , 4.7 ," 20,161 "," 5,074 "," 5,486 "," 6,047 "," 3,554 "," 5,464 ",5438
Thành ph? Hà N?i,01,Huy?n Qu?c Oai,275,Xã Ph??ng Cách,09901,Xã, 5.1 , 1.3 ," 6,376 "," 1,877 "," 1,697 "," 1,826 ", 976 ," 1,710 ",1700
Thành ph? Hà N?i,01,Huy?n Qu?c Oai,275,Xã Yên S?n,09904,Xã, 11.0 , 0.7 ," 7,780 "," 2,003 "," 2,094 "," 2,339 "," 1,344 "," 2,079 ",2062
Thành ph? Hà N?i,01,Huy?n Qu?c Oai,275,Xã Ng?c Li?p,09907,Xã, 2.1 , 4.3 ," 9,035 "," 2,262 "," 2,535 "," 2,896 "," 1,342 "," 2,453 ",2442
Thành ph? Hà N?i,01,Huy?n Qu?c Oai,275,Xã Ng?c M?,09910,Xã, 5.6 , 2.2 ," 12,030 "," 3,053 "," 3,228 "," 3,642 "," 2,107 "," 3,156 ",3129
Thành ph? Hà N?i,01,Huy?n Qu?c Oai,275,Xã Li?p Tuy?t,09913,Xã, 3.7 , 1.5 ," 5,627 "," 1,408 "," 1,494 "," 1,701 "," 1,024 "," 1,464 ",1457
Thành ph? Hà N?i,01,Huy?n Qu?c Oai,275,Xã Th?ch Thán,09916,Xã, 9.9 , 0.7 ," 7,101 "," 1,831 "," 1,953 "," 2,181 "," 1,136 "," 2,047 ",2044
Thành ph? Hà N?i,01,Huy?n Qu?c Oai,275,Xã ??ng Quang,09919,Xã, 6.4 , 2.4 ," 15,297 "," 4,111 "," 4,137 "," 4,702 "," 2,347 "," 4,038 ",4014
Thành ph? Hà N?i,01,Huy?n Qu?c Oai,275,Xã Phú Cát,09922,Xã, 3.9 , 2.2 ," 8,503 "," 2,284 "," 2,415 "," 2,723 "," 1,081 "," 2,153 ",2145
Thành ph? Hà N?i,01,Huy?n Qu?c Oai,275,Xã Tuy?t Ngh?a,09925,Xã, 5.1 , 1.4 ," 7,167 "," 1,854 "," 1,915 "," 2,180 "," 1,218 "," 1,577 ",1566
Thành ph? Hà N?i,01,Huy?n Qu?c Oai,275,Xã Ngh?a H??ng,09928,Xã, 12.7 , 0.6 ," 7,286 "," 1,655 "," 2,086 "," 2,238 "," 1,307 "," 2,017 ",1998
Thành ph? Hà N?i,01,Huy?n Qu?c Oai,275,Xã C?ng Hòa,09931,Xã, 18.4 , 0.4 ," 7,483 "," 1,674 "," 2,161 "," 2,461 "," 1,187 "," 1,817 ",1779
Thành ph? Hà N?i,01,Huy?n Qu?c Oai,275,Xã Tân Phú,09934,Xã, 11.2 , 0.5 ," 5,887 "," 1,598 "," 1,609 "," 1,911 ", 769 ," 1,378 ",1374
Thành ph? Hà N?i,01,Huy?n Qu?c Oai,275,Xã ??i Thành,09937,Xã, 9.0 , 0.7 ," 6,606 "," 1,892 "," 1,812 "," 2,021 ", 881 ," 1,642 ",1614
Thành ph? Hà N?i,01,Huy?n Qu?c Oai,275,Xã Phú Mãn,09940,Xã, 4.5 , 0.5 ," 2,332 ", 582 , 695 , 762 , 293 , 596 ,595
Thành ph? Hà N?i,01,Huy?n Qu?c Oai,275,Xã C?n H?u,09943,Xã, 3.8 , 2.8 ," 10,650 "," 2,540 "," 2,901 "," 3,283 "," 1,926 "," 3,054 ",3035
Thành ph? Hà N?i,01,Huy?n Qu?c Oai,275,Xã Tân Hòa,09946,Xã, 2.9 , 2.8 ," 8,202 "," 2,017 "," 2,315 "," 2,571 "," 1,299 "," 1,845 ",1810
Thành ph? Hà N?i,01,Huy?n Qu?c Oai,275,Xã Hòa Th?ch,09949,Xã, 2.7 , 5.1 ," 13,696 "," 3,729 "," 3,815 "," 4,189 "," 1,963 "," 3,446 ",3439
Thành ph? Hà N?i,01,Huy?n Qu?c Oai,275,Xã ?ông Yên,09952,Xã, 16.2 , 0.8 ," 13,258 "," 3,515 "," 3,541 "," 4,062 "," 2,140 "," 3,128 ",3118
Thành ph? Hà N?i,01,Huy?n Th?ch Th?t,276,Xã Yên Trung,04927,Xã, 3.0 , 1.3 ," 3,850 ", 931 ," 1,085 "," 1,327 ", 507 , 941 ,935
Thành ph? Hà N?i,01,Huy?n Th?ch Th?t,276,Xã Yên Bình,04930,Xã, 5.3 , 1.4 ," 7,323 "," 1,966 "," 2,018 "," 2,276 "," 1,063 "," 1,833 ",1822
Thành ph? Hà N?i,01,Huy?n Th?ch Th?t,276,Xã Ti?n Xuân,04936,Xã, 4.1 , 1.9 ," 7,605 "," 1,945 "," 2,116 "," 2,479 "," 1,065 "," 1,773 ",1768
Thành ph? Hà N?i,01,Huy?n Th?ch Th?t,276,Th? tr?n Liên Quan,09955,Th? tr?n, 8.8 , 0.7 ," 6,552 "," 1,553 "," 1,801 "," 2,032 "," 1,166 "," 1,829 ",1822
Thành ph? Hà N?i,01,Huy?n Th?ch Th?t,276,Xã ??i ??ng,09958,Xã, 6.2 , 1.7 ," 10,294 "," 2,456 "," 2,892 "," 3,129 "," 1,817 "," 2,869 ",2852
Thành ph? Hà N?i,01,Huy?n Th?ch Th?t,276,Xã C?m Yên,09961,Xã, 4.8 , 1.1 ," 5,247 "," 1,284 "," 1,454 "," 1,655 ", 854 ," 1,232 ",1232
Thành ph? Hà N?i,01,Huy?n Th?ch Th?t,276,Xã L?i Th??ng,09964,Xã, 5.0 , 2.0 ," 10,009 "," 2,485 "," 2,710 "," 3,132 "," 1,682 "," 2,555 ",2545
Thành ph? Hà N?i,01,Huy?n Th?ch Th?t,276,Xã Phú Kim,09967,Xã, 4.6 , 2.1 ," 9,777 "," 2,486 "," 2,607 "," 2,918 "," 1,766 "," 2,942 ",2926
Thành ph? Hà N?i,01,Huy?n Th?ch Th?t,276,Xã H??ng Ng?i,09970,Xã, 3.2 , 2.7 ," 8,482 "," 2,092 "," 2,196 "," 2,508 "," 1,686 "," 2,444 ",2443
Thành ph? Hà N?i,01,Huy?n Th?ch Th?t,276,Xã Canh N?u,09973,Xã, 11.8 , 1.3 ," 14,897 "," 3,850 "," 4,134 "," 4,863 "," 2,050 "," 3,490 ",3471
Thành ph? Hà N?i,01,Huy?n Th?ch Th?t,276,Xã Kim Quan,09976,Xã, 2.7 , 3.2 ," 8,768 "," 2,396 "," 2,299 "," 2,603 "," 1,470 "," 2,360 ",2359
Thành ph? Hà N?i,01,Huy?n Th?ch Th?t,276,Xã D? N?u,09979,Xã, 30.6 , 0.3 ," 7,682 "," 1,971 "," 2,086 "," 2,435 "," 1,190 "," 1,928 ",1916
Thành ph? Hà N?i,01,Huy?n Th?ch Th?t,276,Xã Bình Yên,09982,Xã, 7.2 , 1.7 ," 12,210 "," 3,342 "," 3,404 "," 3,715 "," 1,749 "," 3,026 ",3005
Thành ph? Hà N?i,01,Huy?n Th?ch Th?t,276,Xã Chàng S?n,09985,Xã, 1.9 , 5.4 ," 10,024 "," 2,721 "," 2,733 "," 3,022 "," 1,548 "," 2,615 ",2579
Thành ph? Hà N?i,01,Huy?n Th?ch Th?t,276,Xã Th?ch Hoà,09988,Xã, 4.7 , 2.6 ," 12,290 "," 2,204 "," 3,300 "," 5,625 "," 1,161 "," 2,762 ",2747
Thành ph? Hà N?i,01,Huy?n Th?ch Th?t,276,Xã C?n Ki?m,09991,Xã, 8.5 , 1.2 ," 9,807 "," 2,711 "," 2,548 "," 2,877 "," 1,671 "," 2,434 ",2428
Thành ph? Hà N?i,01,Huy?n Th?ch Th?t,276,Xã H?u B?ng,09994,Xã, 3.4 , 5.2 ," 17,477 "," 4,827 "," 4,823 "," 5,360 "," 2,467 "," 4,494 ",4477
Thành ph? Hà N?i,01,Huy?n Th?ch Th?t,276,Xã Phùng Xá,09997,Xã, 5.0 , 2.6 ," 13,069 "," 3,487 "," 3,608 "," 4,099 "," 1,875 "," 3,400 ",3332
Thành ph? Hà N?i,01,Huy?n Th?ch Th?t,276,Xã Tân Xã,10000,Xã, 7.1 , 0.8 ," 5,765 "," 1,631 "," 1,531 "," 1,704 ", 899 ," 1,354 ",1353
Thành ph? Hà N?i,01,Huy?n Th?ch Th?t,276,Xã Th?ch Xá,10003,Xã, 6.6 , 1.1 ," 7,562 "," 2,027 "," 2,023 "," 2,302 "," 1,210 "," 2,108 ",2079
Thành ph? Hà N?i,01,Huy?n Th?ch Th?t,276,Xã Bình Phú,10006,Xã, 15.6 , 0.9 ," 13,309 "," 3,601 "," 3,695 "," 4,226 "," 1,787 "," 3,235 ",3211
Thành ph? Hà N?i,01,Huy?n Th?ch Th?t,276,Xã H? B?ng,10009,Xã, 16.6 , 0.4 ," 7,229 "," 1,802 "," 1,936 "," 2,111 "," 1,380 "," 1,788 ",1774
Thành ph? Hà N?i,01,Huy?n Th?ch Th?t,276,Xã ??ng Trúc,10012,Xã, 20.9 , 0.4 ," 7,326 "," 1,723 "," 2,054 "," 2,346 "," 1,203 "," 1,835 ",1834
Thành ph? Hà N?i,01,Huy?n Ch??ng M?,277,Th? tr?n Chúc S?n,10015,Th? tr?n, 5.0 , 2.8 ," 14,177 "," 3,888 "," 3,847 "," 4,254 "," 2,188 "," 3,227 ",3190
Thành ph? Hà N?i,01,Huy?n Ch??ng M?,277,Th? tr?n Xuân Mai,10018,Th? tr?n, 9.6 , 2.3 ," 22,252 "," 5,520 "," 6,434 "," 7,050 "," 3,248 "," 5,586 ",5575
Thành ph? Hà N?i,01,Huy?n Ch??ng M?,277,Xã Ph?ng Châu,10021,Xã, 5.5 , 2.4 ," 12,936 "," 3,257 "," 3,552 "," 4,305 "," 1,822 "," 3,092 ",3082
Thành ph? Hà N?i,01,Huy?n Ch??ng M?,277,Xã Tiên Ph??ng,10024,Xã, 8.1 , 2.1 ," 16,764 "," 4,498 "," 4,452 "," 5,096 "," 2,718 "," 4,085 ",4051
Thành ph? Hà N?i,01,Huy?n Ch??ng M?,277,Xã ?ông S?n,10027,Xã, 8.1 , 1.3 ," 10,822 "," 2,907 "," 2,919 "," 3,312 "," 1,684 "," 2,510 ",2467
Thành ph? Hà N?i,01,Huy?n Ch??ng M?,277,Xã ?ông Ph??ng Yên,10030,Xã, 4.8 , 2.4 ," 11,693 "," 3,081 "," 3,203 "," 3,684 "," 1,725 "," 2,762 ",2730
Thành ph? Hà N?i,01,Huy?n Ch??ng M?,277,Xã Phú Ngh?a,10033,Xã, 4.7 , 2.6 ," 11,971 "," 3,242 "," 3,342 "," 3,766 "," 1,621 "," 3,092 ",3078
Thành ph? Hà N?i,01,Huy?n Ch??ng M?,277,Xã Tr??ng Yên,10039,Xã, 3.4 , 3.5 ," 11,954 "," 3,084 "," 3,321 "," 3,758 "," 1,791 "," 2,806 ",2794
Thành ph? Hà N?i,01,Huy?n Ch??ng M?,277,Xã Ng?c Hòa,10042,Xã, 4.7 , 2.0 ," 9,156 "," 2,582 "," 2,484 "," 2,756 "," 1,334 "," 2,362 ",2355
Thành ph? Hà N?i,01,Huy?n Ch??ng M?,277,Xã Th?y Xuân Tiên,10045,Xã, 4.0 , 4.7 ," 18,869 "," 5,151 "," 5,170 "," 5,670 "," 2,878 "," 4,761 ",4751
Thành ph? Hà N?i,01,Huy?n Ch??ng M?,277,Xã Thanh Bình,10048,Xã, 3.2 , 2.3 ," 7,417 "," 1,898 "," 1,958 "," 2,344 "," 1,217 "," 1,795 ",1792
Thành ph? Hà N?i,01,Huy?n Ch??ng M?,277,Xã Trung Hòa,10051,Xã, 7.2 , 1.6 ," 11,405 "," 2,941 "," 3,202 "," 3,665 "," 1,597 "," 2,546 ",2543
Thành ph? Hà N?i,01,Huy?n Ch??ng M?,277,Xã ??i Yên,10054,Xã, 4.9 , 1.3 ," 6,523 "," 1,834 "," 1,726 "," 1,916 "," 1,047 "," 1,648 ",1642
Thành ph? Hà N?i,01,Huy?n Ch??ng M?,277,Xã Th?y H??ng,10057,Xã, 4.4 , 2.2 ," 9,614 "," 2,625 "," 2,522 "," 2,863 "," 1,604 "," 2,234 ",2228
Thành ph? Hà N?i,01,Huy?n Ch??ng M?,277,Xã T?t ??ng,10060,Xã, 5.9 , 2.5 ," 14,766 "," 4,187 "," 3,843 "," 4,644 "," 2,092 "," 3,388 ",3375
Thành ph? Hà N?i,01,Huy?n Ch??ng M?,277,Xã Lam ?i?n,10063,Xã, 6.9 , 1.7 ," 11,695 "," 3,024 "," 3,133 "," 3,605 "," 1,933 "," 2,991 ",2974
Thành ph? Hà N?i,01,Huy?n Ch??ng M?,277,Xã Tân Ti?n,10066,Xã, 8.2 , 1.4 ," 11,385 "," 3,112 "," 3,139 "," 3,582 "," 1,552 "," 2,686 ",2681
Thành ph? Hà N?i,01,Huy?n Ch??ng M?,277,Xã Nam Ph??ng Ti?n,10069,Xã, 8.2 , 1.2 ," 10,160 "," 2,614 "," 2,782 "," 3,296 "," 1,468 "," 2,317 ",2300
Thành ph? Hà N?i,01,Huy?n Ch??ng M?,277,Xã H?p ??ng,10072,Xã, 6.0 , 1.2 ," 7,095 "," 1,847 "," 1,871 "," 2,116 "," 1,261 "," 1,852 ",1836
Thành ph? Hà N?i,01,Huy?n Ch??ng M?,277,Xã Hoàng V?n Th?,10075,Xã, 6.6 , 1.9 ," 12,516 "," 3,305 "," 3,324 "," 3,874 "," 2,013 "," 3,160 ",3151
Thành ph? Hà N?i,01,Huy?n Ch??ng M?,277,Xã Hoàng Di?u,10078,Xã, 9.1 , 1.2 ," 10,924 "," 2,931 "," 2,907 "," 3,412 "," 1,674 "," 2,684 ",2675
Thành ph? Hà N?i,01,Huy?n Ch??ng M?,277,Xã H?u V?n,10081,Xã, 6.5 , 1.5 ," 9,509 "," 2,623 "," 2,519 "," 2,941 "," 1,426 "," 2,189 ",2170
Thành ph? Hà N?i,01,Huy?n Ch??ng M?,277,Xã Qu?ng B?,10084,Xã, 7.5 , 1.6 ," 12,010 "," 3,066 "," 3,206 "," 3,572 "," 2,166 "," 3,084 ",3068
Thành ph? Hà N?i,01,Huy?n Ch??ng M?,277,Xã M? L??ng,10087,Xã, 5.3 , 1.6 ," 8,347 "," 2,323 "," 2,211 "," 2,536 "," 1,277 "," 2,139 ",2116
Thành ph? Hà N?i,01,Huy?n Ch??ng M?,277,Xã Th??ng V?c,10090,Xã, 13.7 , 0.5 ," 6,803 "," 1,869 "," 1,750 "," 2,087 "," 1,097 "," 1,698 ",1683
Thành ph? Hà N?i,01,Huy?n Ch??ng M?,277,Xã H?ng Phong,10093,Xã, 13.1 , 0.3 ," 4,588 "," 1,274 "," 1,166 "," 1,381 ", 767 ," 1,121 ",1114
Thành ph? Hà N?i,01,Huy?n Ch??ng M?,277,Xã ??ng Phú,10096,Xã, 16.1 , 0.4 ," 6,163 "," 1,717 "," 1,637 "," 1,865 ", 944 ," 1,585 ",1573
Thành ph? Hà N?i,01,Huy?n Ch??ng M?,277,Xã Tr?n Phú,10099,Xã, 12.9 , 0.7 ," 9,550 "," 2,598 "," 2,526 "," 2,884 "," 1,542 "," 2,446 ",2430
Thành ph? Hà N?i,01,Huy?n Ch??ng M?,277,Xã V?n Võ,10102,Xã, 5.6 , 1.6 ," 9,036 "," 2,417 "," 2,398 "," 2,888 "," 1,333 "," 2,136 ",2131
Thành ph? Hà N?i,01,Huy?n Ch??ng M?,277,Xã ??ng L?c,10105,Xã, 7.1 , 0.8 ," 5,449 "," 1,483 "," 1,373 "," 1,585 "," 1,008 "," 1,469 ",1467
Thành ph? Hà N?i,01,Huy?n Ch??ng M?,277,Xã Hòa Chính,10108,Xã, 16.1 , 0.4 ," 7,127 "," 1,840 "," 1,904 "," 2,218 "," 1,165 "," 1,762 ",1758
Thành ph? Hà N?i,01,Huy?n Ch??ng M?,277,Xã Phú Nam An,10111,Xã, 5.1 , 0.9 ," 4,650 "," 1,145 "," 1,210 "," 1,376 ", 919 ," 1,340 ",1335
Thành ph? Hà N?i,01,Huy?n Thanh Oai,278,Th? tr?n Kim Bài,10114,Th? tr?n, 4.3 , 1.6 ," 7,069 "," 1,704 "," 1,892 "," 2,120 "," 2,041 "," 2,041 ",2024
Thành ph? Hà N?i,01,Huy?n Thanh Oai,278,Xã C? Khê,10120,Xã, 5.8 , 2.9 ," 16,508 "," 5,022 "," 4,837 "," 5,255 "," 5,154 "," 5,154 ",5138
Thành ph? Hà N?i,01,Huy?n Thanh Oai,278,Xã Bích Hòa,10126,Xã, 5.1 , 2.2 ," 11,511 "," 3,053 "," 3,232 "," 3,739 "," 3,315 "," 3,315 ",3315
Thành ph? Hà N?i,01,Huy?n Thanh Oai,278,Xã M? H?ng,10129,Xã, 6.3 , 1.1 ," 7,126 "," 1,856 "," 1,959 "," 2,245 "," 1,931 "," 1,931 ",1917
Thành ph? Hà N?i,01,Huy?n Thanh Oai,278,Xã Cao Viên,10132,Xã, 7.2 , 2.7 ," 19,726 "," 5,268 "," 5,314 "," 6,024 "," 5,451 "," 5,451 ",5400
Thành ph? Hà N?i,01,Huy?n Thanh Oai,278,Xã Bình Minh,10135,Xã, 6.7 , 2.1 ," 14,435 "," 3,588 "," 3,841 "," 4,506 "," 3,918 "," 3,918 ",3886
Thành ph? Hà N?i,01,Huy?n Thanh Oai,278,Xã Tam H?ng,10138,Xã, 11.1 , 1.1 ," 12,051 "," 2,911 "," 3,149 "," 3,584 "," 3,548 "," 3,548 ",3490
Thành ph? Hà N?i,01,Huy?n Thanh Oai,278,Xã Thanh Cao,10141,Xã, 4.6 , 2.3 ," 10,681 "," 2,619 "," 2,871 "," 3,342 "," 2,886 "," 2,886 ",2859
Thành ph? Hà N?i,01,Huy?n Thanh Oai,278,Xã Thanh Thùy,10144,Xã, 5.3 , 1.6 ," 8,531 "," 2,524 "," 2,258 "," 2,642 "," 2,263 "," 2,263 ",2261
Thành ph? Hà N?i,01,Huy?n Thanh Oai,278,Xã Thanh Mai,10147,Xã, 5.5 , 2.0 ," 11,056 "," 2,765 "," 3,079 "," 3,365 "," 3,144 "," 3,144 ",3123
Thành ph? Hà N?i,01,Huy?n Thanh Oai,278,Xã Thanh V?n,10150,Xã, 6.6 , 1.0 ," 6,656 "," 1,730 "," 1,782 "," 2,032 "," 1,854 "," 1,854 ",1851
Thành ph? Hà N?i,01,Huy?n Thanh Oai,278,Xã ?? ??ng,10153,Xã, 6.3 , 1.0 ," 6,432 "," 1,553 "," 1,742 "," 2,018 "," 1,850 "," 1,850 ",1849
Thành ph? Hà N?i,01,Huy?n Thanh Oai,278,Xã Kim An,10156,Xã, 3.1 , 1.2 ," 3,597 ", 834 , 966 ," 1,084 "," 1,010 "," 1,010 ",1010
Thành ph? Hà N?i,01,Huy?n Thanh Oai,278,Xã Kim Th?,10159,Xã, 3.0 , 2.0 ," 5,984 "," 1,516 "," 1,600 "," 1,783 "," 1,666 "," 1,666 ",1655
Thành ph? Hà N?i,01,Huy?n Thanh Oai,278,Xã Ph??ng Trung,10162,Xã, 4.8 , 3.4 ," 16,424 "," 4,266 "," 4,378 "," 4,896 "," 4,718 "," 4,718 ",4692
Thành ph? Hà N?i,01,Huy?n Thanh Oai,278,Xã Tân ??c,10165,Xã, 8.7 , 0.9 ," 7,826 "," 1,706 "," 2,091 "," 2,408 "," 2,338 "," 2,338 ",2328
Thành ph? Hà N?i,01,Huy?n Thanh Oai,278,Xã Dân Hòa,10168,Xã, 5.2 , 1.6 ," 8,522 "," 2,245 "," 2,189 "," 2,489 "," 2,628 "," 2,628 ",2607
Thành ph? Hà N?i,01,Huy?n Thanh Oai,278,Xã Liên Châu,10171,Xã, 6.2 , 1.3 ," 8,008 "," 2,240 "," 2,125 "," 2,454 "," 2,207 "," 2,207 ",2187
Thành ph? Hà N?i,01,Huy?n Thanh Oai,278,Xã Cao D??ng,10174,Xã, 4.5 , 2.5 ," 10,947 "," 2,951 "," 2,880 "," 3,348 "," 2,980 "," 2,980 ",2964
Thành ph? Hà N?i,01,Huy?n Thanh Oai,278,Xã Xuân D??ng,10177,Xã, 3.6 , 1.7 ," 5,895 "," 1,561 "," 1,529 "," 1,803 "," 1,709 "," 1,709 ",1688
Thành ph? Hà N?i,01,Huy?n Thanh Oai,278,Xã H?ng D??ng,10180,Xã, 9.9 , 1.2 ," 12,044 "," 3,093 "," 3,236 "," 3,607 "," 3,360 "," 3,360 ",3360
Thành ph? Hà N?i,01,Huy?n Th??ng Tín,279,Th? tr?n Th??ng Tín,10183,Th? tr?n, 0.8 , 7.9 ," 6,178 "," 1,389 "," 1,916 "," 1,895 "," 1,492 "," 1,492 ",1492
Thành ph? Hà N?i,01,Huy?n Th??ng Tín,279,Xã Ninh S?,10186,Xã, 4.9 , 2.0 ," 9,956 "," 2,456 "," 2,682 "," 3,001 "," 2,719 "," 2,719 ",2690
Thành ph? Hà N?i,01,Huy?n Th??ng Tín,279,Xã Nh? Khê,10189,Xã, 2.8 , 2.8 ," 7,750 "," 2,034 "," 2,093 "," 2,272 "," 2,070 "," 2,070 ",2063
Thành ph? Hà N?i,01,Huy?n Th??ng Tín,279,Xã Duyên Thái,10192,Xã, 4.0 , 3.0 ," 12,037 "," 3,179 "," 3,156 "," 3,595 "," 3,391 "," 3,391 ",3379
Thành ph? Hà N?i,01,Huy?n Th??ng Tín,279,Xã Khánh Hà,10195,Xã, 4.8 , 2.5 ," 11,925 "," 3,254 "," 3,272 "," 3,652 "," 3,193 "," 3,193 ",3154
Thành ph? Hà N?i,01,Huy?n Th??ng Tín,279,Xã Hòa Bình,10198,Xã, 3.9 , 1.9 ," 7,254 "," 1,750 "," 2,006 "," 2,299 "," 1,922 "," 1,922 ",1921
Thành ph? Hà N?i,01,Huy?n Th??ng Tín,279,Xã V?n Bình,10201,Xã, 5.2 , 2.2 ," 11,478 "," 3,021 "," 3,071 "," 3,376 "," 3,553 "," 3,553 ",3535
Thành ph? Hà N?i,01,Huy?n Th??ng Tín,279,Xã Hi?n Giang,10204,Xã, 3.2 , 1.5 ," 4,815 "," 1,146 "," 1,313 "," 1,527 "," 1,286 "," 1,286 ",1286
Thành ph? Hà N?i,01,Huy?n Th??ng Tín,279,Xã H?ng Vân,10207,Xã, 4.5 , 1.4 ," 6,241 "," 1,681 "," 1,760 "," 1,876 "," 1,960 "," 1,960 ",1942
Thành ph? Hà N?i,01,Huy?n Th??ng Tín,279,Xã Vân T?o,10210,Xã, 5.1 , 2.2 ," 11,318 "," 2,798 "," 3,198 "," 3,561 "," 3,001 "," 3,001 ",2947
Thành ph? Hà N?i,01,Huy?n Th??ng Tín,279,Xã Liên Ph??ng,10213,Xã, 2.7 , 3.2 ," 8,588 "," 2,107 "," 2,400 "," 2,772 "," 2,352 "," 2,352 ",2317
Thành ph? Hà N?i,01,Huy?n Th??ng Tín,279,Xã V?n Phú,10216,Xã, 3.2 , 2.5 ," 8,151 "," 2,109 "," 2,341 "," 2,550 "," 2,203 "," 2,203 ",2198
Thành ph? Hà N?i,01,Huy?n Th??ng Tín,279,Xã T? Nhiên,10219,Xã, 6.4 , 1.5 ," 9,629 "," 2,341 "," 2,536 "," 2,834 "," 2,629 "," 2,629 ",2610
Thành ph? Hà N?i,01,Huy?n Th??ng Tín,279,Xã Ti?n Phong,10222,Xã, 4.8 , 2.1 ," 10,264 "," 2,846 "," 2,799 "," 3,138 "," 2,966 "," 2,966 ",2958
Thành ph? Hà N?i,01,Huy?n Th??ng Tín,279,Xã Hà H?i,10225,Xã, 4.0 , 2.7 ," 10,618 "," 2,614 "," 2,898 "," 3,110 "," 2,977 "," 2,977 ",2971
Thành ph? Hà N?i,01,Huy?n Th??ng Tín,279,Xã Th? Phú,10228,Xã, 2.5 , 2.6 ," 6,486 "," 1,773 "," 1,734 "," 1,930 "," 1,799 "," 1,799 ",1766
Thành ph? Hà N?i,01,Huy?n Th??ng Tín,279,Xã Nguy?n Trãi,10231,Xã, 6.0 , 1.6 ," 9,739 "," 2,463 "," 2,620 "," 3,004 "," 2,963 "," 2,963 ",2941
Thành ph? Hà N?i,01,Huy?n Th??ng Tín,279,Xã Qu?t ??ng,10234,Xã, 4.8 , 1.7 ," 8,432 "," 2,044 "," 2,283 "," 2,590 "," 2,413 "," 2,413 ",2413
Thành ph? Hà N?i,01,Huy?n Th??ng Tín,279,Xã Ch??ng D??ng,10237,Xã, 4.2 , 1.3 ," 5,403 "," 1,409 "," 1,408 "," 1,599 "," 1,537 "," 1,537 ",1504
Thành ph? Hà N?i,01,Huy?n Th??ng Tín,279,Xã Tân Minh,10240,Xã, 6.2 , 1.5 ," 9,255 "," 2,385 "," 2,501 "," 2,775 "," 2,577 "," 2,577 ",2557
Thành ph? Hà N?i,01,Huy?n Th??ng Tín,279,Xã Lê L?i,10243,Xã, 5.1 , 1.6 ," 8,125 "," 2,110 "," 2,240 "," 2,534 "," 2,065 "," 2,065 ",2050
Thành ph? Hà N?i,01,Huy?n Th??ng Tín,279,Xã Th?ng L?i,10246,Xã, 6.0 , 1.6 ," 9,592 "," 2,267 "," 2,585 "," 2,921 "," 2,673 "," 2,673 ",2655
Thành ph? Hà N?i,01,Huy?n Th??ng Tín,279,Xã D?ng Ti?n,10249,Xã, 6.2 , 1.4 ," 8,568 "," 2,007 "," 2,310 "," 2,722 "," 2,618 "," 2,618 ",2610
Thành ph? Hà N?i,01,Huy?n Th??ng Tín,279,Xã Th?ng Nh?t,10252,Xã, 4.9 , 1.5 ," 7,238 "," 1,844 "," 1,874 "," 2,193 "," 2,087 "," 2,087 ",2070
Thành ph? Hà N?i,01,Huy?n Th??ng Tín,279,Xã Nghiêm Xuyên,10255,Xã, 5.7 , 1.1 ," 6,125 "," 1,425 "," 1,620 "," 1,858 "," 1,897 "," 1,897 ",1897
Thành ph? Hà N?i,01,Huy?n Th??ng Tín,279,Xã Tô Hi?u,10258,Xã, 5.5 , 2.2 ," 12,383 "," 3,095 "," 3,443 "," 3,752 "," 3,655 "," 3,655 ",3655
Thành ph? Hà N?i,01,Huy?n Th??ng Tín,279,Xã V?n T?,10261,Xã, 5.2 , 1.8 ," 9,502 "," 2,426 "," 2,662 "," 2,921 "," 2,845 "," 2,845 ",2827
Thành ph? Hà N?i,01,Huy?n Th??ng Tín,279,Xã V?n ?i?m,10264,Xã, 3.1 , 2.7 ," 8,117 "," 2,109 "," 2,242 "," 2,464 "," 2,310 "," 2,310 ",2297
Thành ph? Hà N?i,01,Huy?n Th??ng Tín,279,Xã Minh C??ng,10267,Xã, 4.7 , 2.0 ," 9,535 "," 2,203 "," 2,564 "," 3,041 "," 2,812 "," 2,812 ",2812
Thành ph? Hà N?i,01,Huy?n Phú Xuyên,280,Th? tr?n Phú Minh,10270,Th? tr?n, 1.2 , 4.4 ," 5,340 "," 1,247 "," 1,426 "," 1,610 "," 1,638 "," 1,638 ",1633
Thành ph? Hà N?i,01,Huy?n Phú Xuyên,280,Th? tr?n Phú Xuyên,10273,Th? tr?n, 6.9 , 1.6 ," 11,311 "," 2,760 "," 2,988 "," 3,451 "," 3,526 "," 3,526 ",3514
Thành ph? Hà N?i,01,Huy?n Phú Xuyên,280,Xã H?ng Minh,10276,Xã, 5.9 , 1.5 ," 8,648 "," 2,194 "," 2,368 "," 2,671 "," 2,367 "," 2,367 ",2361
Thành ph? Hà N?i,01,Huy?n Phú Xuyên,280,Xã Ph??ng D?c,10279,Xã, 6.5 , 1.5 ," 9,518 "," 2,354 "," 2,569 "," 2,955 "," 2,731 "," 2,731 ",2717
